Component_ID,Lot_ID,Iddq_uA_0h,Iddq_uA_24h,Iddq_uA_96h,Iddq_uA_168h,Leakage_nA_0h,Leakage_nA_24h,Leakage_nA_96h,Leakage_nA_168h,PropDelay_ns_0h,PropDelay_ns_24h,PropDelay_ns_96h,PropDelay_ns_168h,Ground_Truth
COMP_05799,LOT_28,11.017,11.009,11.157,11.34,423.42,430.35,433.04,438.37,3.3309,3.3531,3.3644,3.4111,Normal
COMP_05800,LOT_28,10.93,10.9,11.139,11.23,420.58,421.71,424.65,429.31,3.2941,3.315,3.3485,3.4398,Normal
COMP_05801,LOT_28,11.744,11.696,11.866,11.936,400.8,401.72,406.55,409.86,3.2285,3.2348,3.2782,3.2914,Normal
COMP_05802,LOT_28,8.251,8.313,8.296,8.443,317.95,318.42,328.4,329.98,3.3441,3.3356,3.3427,3.3729,Dynamic_Outlier
COMP_05803,LOT_28,11.135,11.282,11.428,11.602,430.05,432.22,435.51,438.95,3.2624,3.2912,3.3108,3.3516,Normal
COMP_05804,LOT_28,11.001,11.029,11.207,11.369,434.91,438.67,439.47,450.78,3.2093,3.2135,3.2464,3.3229,Normal
COMP_05805,LOT_28,11.233,11.29,11.372,11.542,537.71,536.65,542.23,545.17,3.2765,3.3002,3.3365,3.3747,Leakage_Only_Outlier
COMP_05806,LOT_28,11.007,11.127,11.232,11.511,430.26,430.15,435.7,444.67,3.3791,3.4019,3.4382,3.4816,Normal
COMP_05807,LOT_28,11.18,11.051,11.287,11.356,419.48,422.09,429.49,436.88,3.374,3.3874,3.4478,3.4909,Normal
COMP_05808,LOT_28,10.495,10.648,10.579,10.548,437.73,439.55,443.14,440.84,3.2742,3.282,3.2944,3.3146,Normal
COMP_05809,LOT_28,10.398,10.507,10.693,10.866,425.71,430.9,436.08,443.39,3.2931,3.3109,3.3565,3.3641,Normal
COMP_05810,LOT_28,10.382,10.451,10.607,10.747,426.81,426.74,429.63,436.69,3.3308,3.3422,3.3533,3.3964,Normal
COMP_05811,LOT_28,11.909,12.046,12.26,12.408,435.41,437.07,442.13,450.3,3.3009,3.2936,3.3334,3.3792,Normal
COMP_05812,LOT_28,11.304,11.337,11.408,11.615,432.87,435.61,442.62,451.29,3.3539,3.3687,3.3727,3.3808,Normal
COMP_05813,LOT_28,11.606,11.592,11.826,12.013,437.18,431.78,440.9,445.06,3.2585,3.3019,3.3107,3.3496,Normal
COMP_05814,LOT_28,11.213,11.307,11.352,11.585,410.91,409.02,414.18,422.7,3.2492,3.2534,3.3201,3.3667,Normal
COMP_05815,LOT_28,11.182,11.262,11.194,11.318,419.43,419.96,426.46,427.58,3.2892,3.295,3.3199,3.3543,Normal
COMP_05816,LOT_28,11.36,11.309,11.53,11.653,441.85,442.12,445.2,456.64,3.303,3.344,3.3193,3.3391,Normal
COMP_05817,LOT_28,10.891,10.942,11.024,11.191,430.37,438.65,441.12,448.09,3.2423,3.2172,3.2723,3.318,Normal
COMP_05818,LOT_28,10.823,10.801,10.949,11.035,423.82,425.93,427.01,428.64,3.3411,3.3339,3.3857,3.4286,Normal
COMP_05819,LOT_28,11.303,11.603,13.261,15.212,413.07,427.35,486.95,555.76,3.2602,3.3027,3.419,3.5185,Drift_Anomaly
COMP_05820,LOT_28,11.221,11.554,11.593,11.77,425.21,424.66,430.88,438.75,3.2612,3.3367,3.376,3.4038,Multivariate_Outlier
COMP_05821,LOT_28,11.448,11.346,11.542,11.594,436.57,442.67,445.41,450.93,3.308,3.3228,3.3459,3.3656,Normal
COMP_05822,LOT_28,11.248,11.304,11.355,11.428,417.22,417.22,422.07,432.06,3.3159,3.3399,3.3381,3.3655,Normal
COMP_05823,LOT_28,8.687,8.688,8.944,8.913,343.97,341.73,352.98,358.06,3.2961,3.2936,3.3491,3.4061,Dynamic_Outlier
COMP_05824,LOT_28,11.395,11.479,11.611,11.783,413.18,415.66,417.66,423.69,3.2975,3.322,3.3784,3.4056,Normal
COMP_05825,LOT_28,11.66,11.773,11.936,12.181,407.89,411.67,413.46,422.01,3.3205,3.3506,3.389,3.4306,Normal
COMP_05826,LOT_28,11.474,11.488,11.691,11.894,427.34,431.26,436.84,439.31,3.3595,3.3723,3.3875,3.4236,Normal
COMP_05827,LOT_28,11.269,11.34,11.546,11.757,419.78,420.61,425.41,429.37,3.3089,3.306,3.3454,3.3449,Normal
COMP_05828,LOT_28,10.994,11.099,11.142,11.383,404.76,403.29,403.36,412.03,3.2215,3.2562,3.2939,3.3424,Normal
COMP_05829,LOT_28,11.583,11.673,11.802,11.918,406.23,407.02,416.35,418.44,3.264,3.2778,3.3258,3.3747,Normal
COMP_05830,LOT_28,10.911,10.885,11.02,11.168,411.16,413.91,417.25,422.76,3.3113,3.3345,3.3519,3.3856,Normal
COMP_05831,LOT_28,11.221,11.313,11.31,11.451,420.91,420.86,426.14,422.09,3.3349,3.345,3.3687,3.3776,Normal
COMP_05832,LOT_28,10.752,10.814,10.829,10.925,433.97,431.6,434.09,441.02,3.3223,3.3346,3.3608,3.3807,Normal
COMP_05833,LOT_28,10.923,11.021,11.087,11.307,454.36,456.01,461.79,458.44,3.3276,3.3509,3.3854,3.4123,Normal
COMP_05834,LOT_28,10.978,11.027,11.004,11.149,434.43,437.18,443.28,445.41,3.4018,3.4315,3.4567,3.4753,Normal
COMP_05835,LOT_28,11.216,11.282,11.287,11.452,421.71,428.92,430.09,440.0,3.3262,3.3308,3.3484,3.3636,Normal
COMP_05836,LOT_28,11.509,11.509,11.711,11.881,397.99,400.34,404.6,406.99,3.3471,3.3622,3.329,3.3543,Normal
COMP_05837,LOT_28,10.015,10.064,10.238,10.402,392.75,394.83,406.71,411.57,3.2644,3.2681,3.3245,3.348,Normal
COMP_05838,LOT_28,11.355,11.539,11.55,11.696,336.92,336.99,346.12,352.14,3.2665,3.2748,3.2914,3.3062,Leakage_Only_Outlier
COMP_05839,LOT_28,11.135,11.155,11.356,11.327,423.26,423.78,432.59,435.47,3.3251,3.3377,3.3615,3.4022,Normal
COMP_05840,LOT_28,11.207,11.26,11.282,11.507,398.71,403.88,408.64,416.27,3.3064,3.3201,3.3839,3.4382,Normal
COMP_05841,LOT_28,11.178,11.18,11.284,11.47,423.07,425.4,430.81,432.44,3.2935,3.2893,3.299,3.3411,Normal
COMP_05842,LOT_28,10.918,11.252,12.604,14.223,423.68,436.2,476.28,536.16,3.3097,3.3062,3.4026,3.5151,Drift_Anomaly
COMP_05843,LOT_28,11.279,11.273,11.307,11.419,449.24,453.55,455.18,458.83,3.2466,3.2738,3.2977,3.3392,Normal
COMP_05844,LOT_28,10.976,11.096,11.108,11.273,401.69,400.96,408.38,416.04,3.3683,3.3794,3.4217,3.4531,Normal
COMP_05845,LOT_28,10.833,10.78,10.928,11.009,448.78,452.88,456.75,460.68,3.1969,3.1978,3.2463,3.2806,Normal
COMP_05846,LOT_28,11.097,11.456,11.607,11.715,425.11,425.55,431.39,437.69,3.3309,3.4264,3.4542,3.4894,Multivariate_Outlier
COMP_05847,LOT_28,10.998,10.976,11.144,11.258,422.3,417.43,426.86,431.46,3.2622,3.2405,3.2991,3.3279,Normal
COMP_05848,LOT_28,10.827,10.786,10.85,11.014,405.96,405.62,415.16,418.14,3.2427,3.2487,3.2849,3.3334,Normal
COMP_05849,LOT_28,11.497,11.546,11.622,11.843,423.61,423.08,434.35,437.5,3.2711,3.2758,3.3245,3.3578,Normal
COMP_05850,LOT_28,11.032,11.119,11.206,11.271,450.75,455.31,459.01,466.38,3.274,3.2484,3.2889,3.3196,Normal
COMP_05851,LOT_28,10.733,10.921,10.996,11.053,442.3,439.93,441.38,452.04,3.3108,3.3218,3.3317,3.3562,Normal
COMP_05852,LOT_28,10.883,10.906,11.067,11.181,381.48,383.22,387.0,395.91,3.319,3.3299,3.3536,3.3737,Normal
COMP_05853,LOT_28,11.865,11.945,11.998,12.298,429.77,431.29,433.78,441.7,3.3233,3.3212,3.368,3.3851,Normal
COMP_05854,LOT_28,11.01,10.973,10.954,11.206,441.84,446.7,449.74,458.94,3.2616,3.2925,3.3073,3.3509,Normal
COMP_05855,LOT_28,11.113,11.186,11.43,11.589,435.12,437.29,439.01,438.98,3.2986,3.3362,3.3629,3.4001,Normal
COMP_05856,LOT_28,10.68,10.705,10.766,10.813,414.27,413.54,421.73,423.78,3.2091,3.2287,3.2471,3.2834,Normal
COMP_05857,LOT_28,11.025,11.191,11.178,11.392,399.18,400.96,407.19,408.29,3.2698,3.2951,3.3194,3.3512,Normal
COMP_05858,LOT_28,10.943,10.935,11.113,11.382,425.1,428.37,428.37,433.08,3.2686,3.3065,3.3473,3.3921,Normal
COMP_05859,LOT_28,11.137,11.149,11.203,11.199,428.36,425.88,429.91,436.41,3.297,3.3086,3.3107,3.3207,Normal
COMP_05860,LOT_28,11.501,11.848,11.959,12.084,405.3,407.25,415.56,420.76,3.3169,3.3865,3.4245,3.4697,Multivariate_Outlier
COMP_05861,LOT_28,11.826,11.918,12.157,12.183,416.1,718.9,423.14,428.45,3.2798,3.2703,3.2812,3.3235,Sensor_Glitch
COMP_05862,LOT_28,11.161,11.214,11.459,11.536,409.76,407.57,416.25,418.57,3.2158,3.2228,3.2636,3.2743,Normal
COMP_05863,LOT_28,12.277,12.288,12.479,12.62,433.55,431.63,440.92,445.72,3.2607,3.2787,3.3094,3.335,Normal
COMP_05864,LOT_28,11.494,11.604,11.661,11.817,403.92,408.48,411.13,418.67,3.2322,3.2418,3.2781,3.3325,Normal
COMP_05865,LOT_28,11.43,11.885,13.504,15.039,447.69,460.05,510.17,553.6,3.3104,3.3014,3.3852,3.4832,Drift_Anomaly
COMP_05866,LOT_28,10.92,11.283,12.388,14.805,430.74,445.9,477.97,564.86,3.265,3.2923,3.3902,3.4892,Drift_Anomaly
COMP_05867,LOT_28,11.131,11.13,11.073,11.274,422.28,427.19,427.19,439.51,3.3339,3.3448,3.3645,3.388,Normal
COMP_05868,LOT_28,11.115,11.154,11.123,11.198,386.5,385.72,390.23,395.01,3.3449,3.3513,3.4017,3.4511,Normal
COMP_05869,LOT_28,11.654,11.756,11.82,11.933,400.54,400.87,400.88,408.22,3.3164,3.3164,3.354,3.3662,Normal
COMP_05870,LOT_28,11.471,11.389,11.672,11.786,420.07,422.01,425.97,432.69,3.3075,3.3195,3.3686,3.3794,Normal
COMP_05871,LOT_28,11.298,11.333,11.449,11.535,421.74,421.88,430.14,433.46,3.2563,3.2632,3.2922,3.3056,Normal
COMP_05872,LOT_28,10.965,11.065,11.21,11.322,405.65,407.82,418.34,422.87,3.2211,3.2226,3.2654,3.2974,Normal
COMP_05873,LOT_28,11.382,11.486,11.663,11.889,413.9,412.51,418.92,425.71,3.174,3.1908,3.2073,3.2444,Normal
COMP_05874,LOT_28,11.061,11.151,11.369,11.47,438.31,442.37,453.18,455.66,3.2441,3.2923,3.3053,3.3344,Normal
COMP_05875,LOT_28,10.964,11.067,11.208,11.295,428.12,424.62,425.52,426.62,3.337,3.3449,3.3848,3.4286,Normal
COMP_05876,LOT_28,11.103,11.18,11.179,11.391,416.83,422.75,422.68,428.77,3.3641,3.361,3.3623,3.3921,Normal
COMP_05877,LOT_28,11.137,11.471,11.61,11.694,429.26,431.65,434.73,438.21,3.3402,3.4236,3.4604,3.515,Multivariate_Outlier
COMP_05878,LOT_28,10.593,10.68,10.682,10.723,433.03,435.9,441.17,448.11,3.2914,3.3036,3.3475,3.3875,Normal
COMP_05879,LOT_28,11.718,11.775,11.888,12.005,395.2,396.59,398.17,404.06,3.1981,3.2329,3.264,3.3221,Normal
COMP_05880,LOT_28,11.532,11.59,11.608,11.787,393.46,393.23,402.81,411.97,3.297,3.3241,3.3619,3.4155,Normal
COMP_05881,LOT_28,11.225,11.187,11.38,11.599,424.3,425.61,430.13,432.79,3.2162,3.2254,3.2633,3.2927,Normal
COMP_05882,LOT_28,11.5,11.49,11.692,11.787,416.07,414.1,417.87,425.62,3.2609,3.2352,3.3007,3.322,Normal
COMP_05883,LOT_28,11.173,22.504,11.258,11.404,424.52,424.3,425.77,430.93,3.2663,3.2777,3.3057,3.3702,Sensor_Glitch
COMP_05884,LOT_28,11.301,11.441,11.552,11.587,404.78,410.3,411.82,420.07,3.5073,3.5171,3.5107,3.5466,Timing_Outlier
COMP_05885,LOT_28,11.101,11.517,11.674,11.793,421.69,424.75,430.11,439.22,3.3102,3.3739,3.4036,3.4514,Multivariate_Outlier
COMP_05886,LOT_28,11.05,11.152,11.167,11.256,432.32,432.91,438.56,443.64,3.2944,3.321,3.331,3.3377,Normal
COMP_05887,LOT_28,11.433,11.563,11.581,11.8,429.59,428.74,439.16,442.8,3.2874,3.3283,3.3623,3.3808,Normal
COMP_05888,LOT_28,11.473,11.521,11.58,11.762,429.68,430.47,439.26,441.21,3.2513,3.2435,3.2625,3.3047,Normal
COMP_05889,LOT_28,11.434,11.473,11.563,11.564,448.49,448.14,453.77,458.26,3.3239,3.3386,3.3676,3.4025,Normal
COMP_05890,LOT_28,11.485,11.396,11.496,11.761,422.47,421.14,424.11,423.86,3.3093,3.3176,3.3717,3.4043,Normal
COMP_05891,LOT_28,11.443,11.798,12.062,12.174,419.36,420.74,424.61,426.59,3.246,3.3258,3.3447,3.4202,Multivariate_Outlier
COMP_05892,LOT_28,10.902,10.774,10.986,11.279,438.18,437.17,438.41,443.41,3.3238,3.3523,3.3864,3.4345,Normal
COMP_05893,LOT_28,11.348,11.467,11.581,11.509,430.2,434.57,440.22,440.64,3.2825,3.2738,3.3272,3.3362,Normal
COMP_05894,LOT_28,10.866,10.919,11.171,11.325,438.25,439.85,439.06,442.55,3.3087,3.3388,3.3175,3.369,Normal
COMP_05895,LOT_28,10.985,11.034,11.163,11.276,420.93,423.29,431.66,436.86,3.3274,3.3481,3.3793,3.4348,Normal
COMP_05896,LOT_28,11.006,11.019,11.14,11.212,430.9,429.45,433.85,436.69,3.3009,3.3107,3.3769,3.4182,Normal
COMP_05897,LOT_28,11.002,11.113,11.296,11.415,427.87,431.41,436.56,439.77,3.2322,3.2488,3.2439,3.2424,Normal
COMP_05898,LOT_28,11.473,11.677,11.711,11.93,439.75,444.01,445.63,454.64,3.3065,3.3203,3.3327,3.3493,Normal
COMP_05899,LOT_28,10.626,10.728,10.877,10.919,410.94,411.61,417.83,418.78,3.2767,3.2954,3.3115,3.3332,Normal
COMP_05900,LOT_28,10.696,10.732,10.913,10.945,460.56,464.61,467.6,467.64,3.3866,3.3964,3.4151,3.4563,Normal
COMP_05901,LOT_28,10.636,10.723,10.857,11.065,423.2,422.95,426.06,436.43,3.2702,3.2871,3.2748,3.3311,Normal
COMP_05902,LOT_29,12.253,12.281,12.467,12.518,476.25,481.95,485.38,486.82,3.3003,3.309,3.3099,3.3668,Normal
COMP_05903,LOT_29,11.587,11.545,11.801,11.999,479.62,478.75,481.22,488.32,3.2159,3.2299,3.2307,3.2264,Normal
COMP_05904,LOT_29,12.848,12.899,12.932,13.129,446.43,449.86,456.97,459.72,3.1966,3.2097,3.2384,3.2746,Normal
COMP_05905,LOT_29,12.162,12.253,12.479,12.662,484.67,481.9,491.87,495.14,3.1565,3.1921,3.2356,3.2777,Normal
COMP_05906,LOT_29,12.418,12.414,12.516,12.636,463.33,470.67,468.75,474.47,3.283,3.2919,3.3289,3.3634,Normal
COMP_05907,LOT_29,12.35,12.368,12.516,12.687,445.3,448.84,453.95,462.06,3.1651,3.1934,3.202,3.2524,Normal
COMP_05908,LOT_29,12.366,12.301,12.382,12.642,460.12,463.11,464.19,479.13,3.3138,3.3192,3.3322,3.3348,Normal
COMP_05909,LOT_29,11.495,11.527,11.606,11.67,461.52,464.48,469.58,472.52,2.9339,2.9574,3.0151,3.0613,Timing_Outlier
COMP_05910,LOT_29,12.046,12.061,12.223,12.199,459.63,461.24,465.91,979.25,3.2016,3.2336,3.2378,3.261,Sensor_Glitch
COMP_05911,LOT_29,12.436,12.601,12.55,12.772,457.11,457.95,461.44,461.98,3.2536,3.2921,3.2891,3.3225,Normal
COMP_05912,LOT_29,11.73,11.696,11.889,11.916,474.24,473.26,476.31,485.21,3.1333,3.1157,3.1513,3.1592,Normal
COMP_05913,LOT_29,11.733,11.773,11.866,12.05,473.11,468.68,478.21,481.66,3.2423,3.2911,3.3125,3.3548,Normal
COMP_05914,LOT_29,11.228,11.411,11.675,11.737,477.67,479.4,482.63,493.43,3.311,3.2779,3.3166,3.3514,Normal
COMP_05915,LOT_29,11.507,11.564,11.59,11.767,475.9,474.71,478.35,482.2,3.1962,3.1832,3.2166,3.2372,Normal
COMP_05916,LOT_29,11.736,11.695,11.824,12.058,466.51,472.78,479.81,488.28,3.1932,3.2279,3.2622,3.2845,Normal
COMP_05917,LOT_29,11.82,12.034,12.042,12.3,453.21,450.93,452.94,453.62,3.2962,3.2778,3.3434,3.3605,Normal
COMP_05918,LOT_29,11.776,11.793,11.986,12.273,485.53,483.79,491.14,494.06,3.2512,3.2488,3.2918,3.3451,Normal
COMP_05919,LOT_29,12.491,12.593,12.74,12.822,463.52,467.2,475.7,480.93,3.1934,3.1773,3.2384,3.2643,Normal
COMP_05920,LOT_29,11.86,11.962,12.168,12.296,457.57,453.51,461.94,468.54,3.2388,3.2489,3.306,3.3555,Normal
COMP_05921,LOT_29,11.84,12.006,11.962,12.048,448.09,446.74,446.53,450.49,3.2487,3.2317,3.2636,3.2781,Normal
COMP_05922,LOT_29,12.529,12.537,12.615,12.683,448.93,458.91,458.29,462.76,3.1829,3.1962,3.2393,3.2754,Normal
COMP_05923,LOT_29,14.802,14.871,15.007,15.256,570.23,569.97,576.44,578.9,3.1812,3.18,3.2247,3.2605,Dynamic_Outlier
COMP_05924,LOT_29,12.203,12.288,12.627,12.71,457.58,460.27,465.8,469.22,3.166,3.1777,3.2136,3.2583,Normal
COMP_05925,LOT_29,11.993,12.176,12.139,12.452,480.32,486.5,488.1,494.73,3.1958,3.1856,3.2234,3.2527,Normal
COMP_05926,LOT_29,12.079,12.122,12.175,12.314,463.01,463.51,465.27,465.16,3.1864,3.1928,3.2195,3.2591,Normal
COMP_05927,LOT_29,12.031,12.133,12.166,12.11,457.34,460.69,461.39,469.27,3.2791,3.2955,3.3294,3.3398,Normal
COMP_05928,LOT_29,11.466,11.628,11.712,11.884,472.71,471.91,481.47,483.19,3.138,3.1662,3.1933,3.2438,Normal
COMP_05929,LOT_29,12.213,12.254,12.429,12.563,451.98,454.73,455.79,458.44,3.2048,3.2259,3.2202,3.2583,Normal
COMP_05930,LOT_29,12.092,11.953,12.211,12.473,458.52,463.29,468.6,471.79,3.2209,3.2436,3.2662,3.2964,Normal
COMP_05931,LOT_29,12.236,12.246,12.555,12.741,455.74,464.77,461.32,465.75,3.1651,3.1957,3.2034,3.2306,Normal
COMP_05932,LOT_29,11.625,11.645,11.707,11.699,464.81,459.95,473.86,472.3,3.249,3.2623,3.3134,3.3319,Normal
COMP_05933,LOT_29,11.404,11.442,11.66,11.795,459.85,460.2,461.26,461.16,3.2638,3.2799,3.3208,3.3544,Normal
COMP_05934,LOT_29,11.117,11.179,11.425,11.61,462.49,469.26,467.8,473.24,3.2299,3.2458,3.2812,3.3035,Normal
COMP_05935,LOT_29,11.385,11.34,11.467,11.548,477.4,476.08,483.78,484.95,3.2414,3.263,3.3013,3.2984,Normal
COMP_05936,LOT_29,9.522,9.464,9.709,9.901,359.85,361.84,363.01,366.11,3.154,3.1565,3.1905,3.199,Dynamic_Outlier
COMP_05937,LOT_29,12.458,12.565,12.617,12.688,460.92,459.95,467.45,473.04,3.1186,3.1061,3.1546,3.1491,Normal
COMP_05938,LOT_29,11.927,11.927,12.139,12.248,479.28,484.71,488.55,490.43,3.1937,3.2318,3.2461,3.2951,Normal
COMP_05939,LOT_29,11.561,11.634,11.767,11.914,450.19,454.39,461.28,466.22,3.2292,3.2485,3.2877,3.3145,Normal
COMP_05940,LOT_29,12.301,12.4,12.488,12.498,487.81,486.0,495.82,502.02,3.2424,3.2687,3.2803,3.3293,Normal
COMP_05941,LOT_29,11.352,11.346,11.477,11.605,476.88,480.1,1039.45,494.63,3.1256,3.1205,3.156,3.1657,Sensor_Glitch
COMP_05942,LOT_29,11.959,12.022,12.208,12.496,480.91,484.05,485.75,489.35,3.1727,3.1604,3.231,3.2851,Normal
COMP_05943,LOT_29,11.504,11.667,11.555,11.694,438.31,437.99,447.05,451.08,3.2796,3.2798,3.3226,3.3524,Normal
COMP_05944,LOT_29,11.553,11.89,12.005,11.97,467.91,472.42,477.73,486.85,3.2795,3.3877,3.4145,3.4538,Multivariate_Outlier
COMP_05945,LOT_29,12.074,12.221,12.417,12.454,448.79,450.69,457.93,460.15,3.2974,3.312,3.3785,3.4013,Normal
COMP_05946,LOT_29,11.828,20.187,12.185,12.324,450.4,455.41,456.07,460.8,3.1979,3.2091,3.2364,3.2907,Sensor_Glitch
COMP_05947,LOT_29,12.009,12.116,12.237,12.244,463.95,463.78,467.64,473.16,3.2936,3.3098,3.3276,3.3551,Normal
COMP_05948,LOT_29,11.909,11.984,12.135,12.256,474.62,477.09,478.73,481.66,3.1653,3.2028,3.2004,3.2541,Normal
COMP_05949,LOT_29,11.823,11.949,12.001,12.009,469.02,469.78,474.3,481.69,3.1928,3.1835,3.2421,3.2763,Normal
COMP_05950,LOT_29,12.003,12.066,12.107,12.223,455.9,458.34,460.83,460.76,3.328,3.3357,3.3792,3.4117,Normal
COMP_05951,LOT_29,28.03,12.237,12.501,12.674,469.16,469.07,477.67,485.73,3.2893,3.2999,3.3226,3.3793,Sensor_Glitch
COMP_05952,LOT_29,12.147,12.118,12.352,12.695,469.19,464.81,468.68,475.12,3.2804,3.2944,3.3387,3.383,Normal
COMP_05953,LOT_29,12.243,12.289,12.409,12.555,469.63,473.97,481.29,483.62,3.267,3.2688,3.2974,3.3233,Normal
COMP_05954,LOT_29,11.787,11.821,11.875,11.929,475.64,479.21,487.51,493.5,3.1934,3.1726,3.2107,1.2252,Sensor_Glitch
COMP_05955,LOT_29,11.653,11.738,11.898,12.094,475.17,479.77,479.05,487.49,3.2495,3.2469,3.2986,3.3566,Normal
COMP_05956,LOT_29,11.838,11.935,12.086,12.277,458.64,463.65,469.8,472.36,3.1881,3.1979,3.2339,3.265,Normal
COMP_05957,LOT_29,11.795,11.855,11.95,12.032,464.82,468.46,475.91,485.19,3.2288,3.2457,3.2861,3.3336,Normal
COMP_05958,LOT_29,12.034,12.417,13.631,14.718,470.59,480.15,526.45,571.38,3.2585,3.2853,3.4473,3.5697,Drift_Anomaly
COMP_05959,LOT_29,11.998,12.127,12.245,12.39,443.08,440.87,449.93,455.2,3.2287,3.2183,3.285,3.3248,Normal
COMP_05960,LOT_29,11.695,11.764,11.701,11.876,445.51,442.78,445.18,446.9,3.2695,3.2705,3.2836,3.3331,Normal
COMP_05961,LOT_29,11.628,11.648,11.78,11.902,476.53,480.36,483.55,486.31,3.1654,3.184,3.2048,3.2306,Normal
COMP_05962,LOT_29,12.266,12.242,12.301,12.463,491.0,492.73,497.36,504.72,3.2309,3.25,3.3016,3.329,Normal
COMP_05963,LOT_29,11.883,11.903,12.064,12.189,466.69,468.5,472.98,478.25,3.2786,3.2893,3.3153,3.3261,Normal
COMP_05964,LOT_29,11.989,12.036,12.229,12.332,477.22,478.24,482.19,482.03,3.1859,3.2183,3.2305,3.2539,Normal
COMP_05965,LOT_29,12.291,12.342,12.388,12.347,445.0,444.24,456.58,464.58,3.238,3.2477,3.2783,3.3347,Normal
COMP_05966,LOT_29,12.643,12.758,12.913,13.133,473.41,474.38,479.25,217.95,3.2699,3.2689,3.2902,3.2714,Sensor_Glitch
COMP_05967,LOT_29,12.561,13.121,14.327,15.995,468.36,491.18,523.42,571.67,3.1867,3.233,3.3197,3.4026,Drift_Anomaly
COMP_05968,LOT_29,11.978,11.877,12.021,12.349,468.6,471.39,474.22,475.56,3.2102,3.2136,3.2841,3.2916,Normal
COMP_05969,LOT_29,11.982,12.095,12.241,12.421,481.89,480.29,483.02,482.43,3.1982,3.2261,3.2639,3.3105,Normal
COMP_05970,LOT_29,11.958,11.937,12.168,12.601,471.85,470.18,475.68,479.73,3.2677,3.2466,3.2485,3.2683,Normal
COMP_05971,LOT_29,11.258,11.288,11.545,11.693,482.39,482.39,491.77,493.17,3.0624,3.0902,3.1297,3.1803,Normal
COMP_05972,LOT_29,11.911,11.921,12.194,12.345,447.66,449.89,454.42,458.92,3.1988,3.2165,3.2302,3.2611,Normal
COMP_05973,LOT_29,11.889,11.972,12.087,12.08,448.61,450.04,456.88,466.31,3.1882,3.2106,3.2591,3.2658,Normal
COMP_05974,LOT_29,12.025,12.095,12.22,12.437,476.6,480.46,477.5,477.2,3.1486,3.1779,3.2214,3.2769,Normal
COMP_05975,LOT_29,12.292,12.279,12.499,12.685,463.35,461.77,463.09,464.87,2.931,2.9401,2.9911,3.0126,Timing_Outlier
COMP_05976,LOT_29,12.324,12.348,12.573,12.552,465.63,463.6,469.87,476.16,3.2697,3.2787,3.3404,3.361,Normal
COMP_05977,LOT_29,12.499,12.557,12.592,12.795,445.53,452.9,454.33,460.4,3.2167,3.1978,3.2541,3.303,Normal
COMP_05978,LOT_29,11.81,11.869,11.886,12.096,470.89,470.8,477.25,484.96,3.2304,3.2383,3.2695,3.2999,Normal
COMP_05979,LOT_29,12.118,12.237,12.372,12.619,444.23,447.57,448.08,449.08,3.1864,3.1805,3.247,3.2758,Normal
COMP_05980,LOT_29,12.287,12.27,12.441,12.535,461.54,463.73,466.42,471.94,3.1728,3.1695,3.2091,3.2213,Normal
COMP_05981,LOT_29,11.835,11.969,12.111,12.257,455.41,459.74,465.61,471.28,3.2114,3.2301,3.2655,3.3053,Normal
COMP_05982,LOT_29,11.873,11.888,11.998,12.082,448.2,453.18,449.94,458.17,3.2882,3.3037,3.3361,3.3555,Normal
COMP_05983,LOT_29,11.867,11.897,12.016,12.238,457.37,460.42,465.77,463.84,3.2648,3.2631,3.2985,3.3206,Normal
COMP_05984,LOT_29,11.628,11.653,11.917,12.108,464.14,467.53,468.17,475.26,3.2505,3.2679,3.2999,3.3276,Normal
COMP_05985,LOT_29,11.729,11.563,11.827,11.915,455.48,456.29,455.92,455.93,3.2419,3.2683,3.2708,3.2856,Normal
COMP_05986,LOT_29,12.257,12.196,12.222,12.284,460.67,459.78,467.64,472.65,3.2564,3.2802,3.2898,3.3097,Normal
COMP_05987,LOT_29,11.816,11.742,11.854,11.952,469.14,477.04,483.11,481.3,3.2436,3.2864,3.3127,3.3515,Normal
COMP_05988,LOT_29,12.121,12.131,12.35,12.614,491.8,494.35,494.5,496.41,3.1666,3.1885,3.2092,3.2436,Normal
COMP_05989,LOT_29,11.908,11.948,12.068,12.169,471.9,470.45,477.17,485.22,3.2552,3.2398,3.3144,3.3161,Normal
COMP_05990,LOT_29,12.066,12.087,12.171,12.325,469.15,472.04,479.28,484.18,3.1636,3.2054,3.2118,3.2257,Normal
COMP_05991,LOT_29,12.595,12.666,12.725,12.895,462.23,462.84,465.63,473.0,3.209,3.215,3.2747,3.2958,Normal
COMP_05992,LOT_29,11.884,11.978,12.12,12.236,476.68,479.68,481.95,483.42,3.2267,3.2594,3.2974,3.3303,Normal
COMP_05993,LOT_29,12.163,12.226,12.42,12.631,470.13,471.72,475.94,481.3,3.2524,3.2515,3.2544,3.2621,Normal
COMP_05994,LOT_29,12.754,12.826,12.938,13.072,479.38,483.12,488.97,500.02,3.1866,3.1969,3.2445,3.2905,Normal
COMP_05995,LOT_29,11.526,11.618,11.707,11.771,464.01,465.94,468.29,470.62,3.283,3.2883,3.3256,3.3506,Normal
COMP_05996,LOT_29,12.442,12.472,12.666,12.725,449.88,452.15,456.6,461.86,3.2752,3.2684,3.3329,3.3778,Normal
